x,y,z
29.7231,15.4972,-0.0447
34.8404,12.4259,-0.0447
22.8964,18.6577,-0.0446
38.2526,12.4266,-0.0446
33.134,13.9189,-0.0444
-24.8755,31.3005,-0.0441
21.1913,17.1639,-0.0439
-19.7591,28.2246,-0.0438
26.3079,17.0788,-0.0438
28.0139,15.5852,-0.0438
-11.2274,29.7197,-0.0437
19.4828,26.557,-0.0437
33.133,12.3366,-0.0435
19.4853,24.9791,-0.0434
24.6033,17.1649,-0.0434
36.549,12.3364,-0.0434
-21.4624,31.2994,-0.0433
33.1355,10.7583,-0.0433
16.0739,31.2996,-0.0432
22.9001,17.0778,-0.0432
-12.9362,28.2264,-0.0431
-7.8146,29.7207,-0.043
36.5465,10.7572,-0.043
21.1893,18.7412,-0.0429
28.015,14.0053,-0.0429
-4.4032,31.2984,-0.0428
31.4307,14.0075,-0.0428
17.7802,28.2265,-0.0426
29.7242,13.9205,-0.0426
-16.3495,28.2258,-0.0425
24.602,15.5838,-0.0425
31.4278,12.4224,-0.0425
-28.2902,31.3004,-0.0424
19.4853,21.8196,-0.0424
-26.582,29.8051,-0.0423
-0.9898,31.3001,-0.0423
-18.054,28.1396,-0.0423
34.8415,10.844,-0.0423
-21.4663,29.718,-0.0422
38.2561,10.8466,-0.0422
-9.5236,28.2258,-0.0421
-23.173,29.8072,-0.042
16.0701,29.7141,-0.0419
-14.6394,28.1398,-0.0419
17.7753,26.65,-0.0419
-19.7565,26.644,-0.0418
-16.3458,26.6447,-0.0418
19.4875,20.2377,-0.0418
17.7744,21.9063,-0.0417
17.7794,18.7436,-0.0417
29.7183,12.3393,-0.0417
-24.8786,29.7165,-0.0416
-14.6411,26.5554,-0.0416
17.7788,23.4849,-0.0416
38.2524,9.266,-0.0416
-26.5832,28.2263,-0.0415
26.3098,13.9148,-0.0415
19.4873,18.6622,-0.0414
26.3081,15.497,-0.0414
17.7786,20.3248,-0.0412
28.0129,12.4223,-0.0412
33.1343,9.1784,-0.0411
19.4873,17.0775,-0.041
36.5503,9.178,-0.041
38.2532,7.6848,-0.0409
-24.8802,28.1373,-0.0408
-7.8134,28.1387,-0.0408
16.0737,28.1391,-0.0408
21.1907,15.5856,-0.0408
5.8343,31.2987,-0.0407
14.3683,29.8077,-0.0407
-21.4619,28.1394,-0.0407
-23.169,28.2233,-0.0406
-12.9337,26.6479,-0.0406
34.8376,9.2618,-0.0406
4.1275,29.8049,-0.0405
-4.4012,29.7204,-0.0405
22.8969,15.5004,-0.0405
24.6022,14.0049,-0.0405
5.8326,29.7203,-0.0404
-11.2279,28.1361,-0.0403
-2.6951,29.8074,-0.0402
-35.1162,31.2972,-0.0401
7.5396,29.8065,-0.0401
22.8967,13.9167,-0.0401
31.4265,10.8408,-0.0401
9.247,31.2979,-0.04
28.015,10.8389,-0.04
-29.9981,29.8052,-0.0399
2.4231,31.3004,-0.0399
-28.289,29.7213,-0.0399
-29.9974,28.2228,-0.0399
14.3651,28.2259,-0.0399
16.0707,26.5601,-0.0399
26.3107,12.338,-0.0399
29.7237,10.7549,-0.0399
17.7764,14.0034,-0.0398
2.4214,29.7185,-0.0397
-19.7554,25.0636,-0.0397
-18.0477,26.5541,-0.0396
-31.7023,31.2986,-0.0395
38.2582,6.1057,-0.0395
-35.1148,29.7189,-0.0394
22.8974,12.3395,-0.0394
31.4306,9.2651,-0.0394
12.6616,31.2987,-0.0393
-6.1096,28.2261,-0.0393
-26.5865,26.6481,-0.0393
-11.2292,26.5601,-0.0393
17.7808,25.0713,-0.0393
-33.4112,29.8036,-0.0392
-29.9938,26.6453,-0.0392
16.0735,21.8198,-0.0392
-23.1696,26.6471,-0.0391
-24.8751,26.5577,-0.0391
24.6041,12.4256,-0.0391
36.5481,7.5948,-0.0391
10.9507,29.8047,-0.039
33.134,7.5954,-0.039
-21.4632,26.5603,-0.0389
-16.3505,25.0658,-0.0389
34.8401,7.6833,-0.0389
4.1263,28.227,-0.0388
9.2456,29.7192,-0.0388
-28.2852,28.1363,-0.0388
-31.7054,29.7188,-0.0387
12.6628,29.7208,-0.0387
-24.876,24.9766,-0.0387
16.07,24.9764,-0.0387
16.0726,23.3989,-0.0387
-12.9358,-31.8184,-0.0387
0.7149,29.8048,-0.0386
-9.5199,-31.8186,-0.0386
-4.402,28.138,-0.0385
29.7239,9.1774,-0.0385
-33.4102,28.2286,-0.0384
-9.5199,26.6461,-0.0384
17.7772,17.1684,-0.0384
-23.1724,23.4865,-0.0383
5.8361,28.1388,-0.0382
31.4247,7.6849,-0.0382
-12.9361,25.0637,-0.0381
26.3104,10.7512,-0.0381
10.9513,28.2263,-0.038
-31.6976,28.1353,-0.038
9.2486,28.1375,-0.038
-18.0534,23.402,-0.038
-0.987,29.7189,-0.0379
-33.4085,26.6434,-0.0379
-14.6415,24.9747,-0.0379
17.7773,15.5856,-0.0379
14.3661,26.6487,-0.0378
-7.8164,26.5622,-0.0378
-28.2895,26.5582,-0.0377
14.3676,23.4869,-0.0377
-14.6383,23.3992,-0.0377
26.312,9.1766,-0.0377
34.8404,6.1042,-0.0377
-2.6952,28.2273,-0.0376
12.6606,28.1384,-0.0375
14.3639,25.0624,-0.0374
-18.0541,24.9797,-0.0374
28.0186,9.263,-0.0374
-14.6381,-28.7478,-0.0373
-23.1703,25.0619,-0.0372
-21.4635,23.3998,-0.0372
29.7182,7.5946,-0.0372
34.8408,4.5223,-0.0371
-6.108,-31.8213,-0.0371
31.4264,6.1054,-0.037
9.2494,26.5595,-0.0369
16.0732,20.2346,-0.0369
24.6022,10.8499,-0.0369
28.0137,7.6845,-0.0369
-36.8212,28.2254,-0.0368
-6.1104,26.6472,-0.0368
5.8371,24.9792,-0.0368
-21.4691,21.8159,-0.0368
-12.9383,-25.5004,-0.0368
-31.6981,24.9772,-0.0367
-16.3455,23.4853,-0.0367
14.3676,21.9052,-0.0367
0.7159,28.2261,-0.0366
-29.9949,25.0671,-0.0366
-26.5841,25.0658,-0.0366
-9.5184,-30.2388,-0.0366
-17.7242,29.7069,-0.0365
-35.1148,28.141,-0.0365
10.9538,26.6474,-0.0365
-9.5229,25.0636,-0.0365
12.6578,26.5575,-0.0365
-12.9357,-30.2363,-0.0365
-14.6398,-30.3286,-0.0365
-35.1164,26.5597,-0.0364
-24.8761,23.3974,-0.0364
-19.761,21.9048,-0.0364
16.0744,18.659,-0.0364
-11.2283,-30.323,-0.0364
0.7163,26.6493,-0.0363
-4.4005,26.557,-0.0363
-19.7592,23.4869,-0.0363
22.8991,10.7561,-0.0363
-11.2364,-27.1681,-0.0363
-16.3439,-31.8162,-0.0363
-36.824,29.8053,-0.0362
-21.463,24.9795,-0.0362
9.2487,24.9798,-0.0362
-18.0544,21.8207,-0.0362
-16.3483,-30.2392,-0.0362
-7.8153,-30.3266,-0.0362
7.5387,26.6466,-0.0361
-23.1717,21.9112,-0.0361
-16.3446,-27.08,-0.0361
-0.9906,28.1378,-0.036
-31.7015,26.5552,-0.036
10.9546,25.0649,-0.036
-24.8787,21.8179,-0.036
38.2488,4.5246,-0.036
-12.9334,-27.0787,-0.036
-14.6352,-27.1667,-0.036
10.9531,23.4833,-0.0359
-31.7022,21.8156,-0.0359
2.4225,28.142,-0.0358
12.6611,21.8152,-0.0358
-14.644,-25.5855,-0.0358
36.5467,6.0157,-0.0357
-12.9354,-23.9157,-0.0357
-14.6384,-24.0046,-0.0357
-9.5214,-25.4984,-0.0357
-33.4095,20.3198,-0.0356
-14.638,21.8185,-0.0356
26.3113,7.5974,-0.0356
33.1315,6.015,-0.0356
-11.2257,-25.5848,-0.0356
-11.2274,-28.75,-0.0356
-2.6978,26.6454,-0.0355
12.6599,24.9791,-0.0355
-16.3452,-28.6608,-0.0355
4.1289,26.6469,-0.0354
5.8367,26.5604,-0.0354
4.1269,25.0647,-0.0354
-12.9333,23.4846,-0.0354
-28.2927,23.397,-0.0354
29.7191,6.0141,-0.0354
-31.7029,23.3955,-0.0353
-16.3464,-23.9183,-0.0353
-26.5842,23.4845,-0.0352
-28.2888,21.8176,-0.0352
24.5995,9.2627,-0.0352
-12.935,-22.3382,-0.0352
-31.7043,20.2376,-0.0351
-28.2911,24.973,-0.035
12.6595,23.4006,-0.035
9.2493,21.817,-0.035
14.3682,20.3256,-0.035
21.191,10.841,-0.035
-9.523,-20.7578,-0.035
-6.1099,-27.0819,-0.035
-33.4123,25.0638,-0.0349
-16.3461,21.9064,-0.0349
36.5495,4.4354,-0.0349
-12.9343,-28.6543,-0.0349
-9.5194,-28.6599,-0.0349
-35.1142,23.3989,-0.0348
-26.5862,21.9073,-0.0348
24.6037,6.1031,-0.0348
31.4263,4.5237,-0.0348
-16.3449,-25.4973,-0.0348
-11.2282,-24.0036,-0.0348
-21.4643,20.2342,-0.0347
-9.5212,-27.0786,-0.0347
-18.0514,-30.3284,-0.0347
2.4245,26.5517,-0.0346
-35.113,24.9786,-0.0346
-23.1717,20.3238,-0.0346
28.0173,6.1052,-0.0346
-11.2275,-22.4255,-0.0346
-7.8196,24.9796,-0.0345
-11.2293,23.3977,-0.0345
-16.3476,-22.3398,-0.0345
-36.8217,25.0671,-0.0344
-11.2301,24.976,-0.0344
22.8998,9.1771,-0.0344
33.135,4.4349,-0.0344
-9.518,-22.338,-0.0344
7.5383,25.0673,-0.0343
24.6048,7.6791,-0.0343
-14.6379,-22.427,-0.0343
-6.1128,25.0674,-0.0342
-33.407,23.4881,-0.0341
-29.9996,23.4873,-0.0341
14.365,18.7448,-0.0341
-36.8201,23.4825,-0.034
9.2476,23.3965,-0.034
-16.3441,-20.7582,-0.034
-36.8205,26.6477,-0.0339
-7.815,-28.7436,-0.0339
-19.7583,-31.8182,-0.0339
-9.5226,23.4881,-0.0338
10.954,21.9056,-0.0338
-33.4154,18.7452,-0.0338
34.8428,2.9444,-0.0338
-19.7595,-23.9188,-0.0338
-18.0543,-28.7464,-0.0338
-2.6967,-31.8159,-0.0338
-28.2911,20.2368,-0.0337
16.0735,17.0778,-0.0337
-9.523,-23.9185,-0.0337
-7.816,-25.5878,-0.0337
-6.1064,-30.2362,-0.0337
-12.9351,21.9003,-0.0336
7.5409,21.9098,-0.0336
-26.5874,20.3277,-0.0336
-18.0547,-20.8449,-0.0336
-35.1142,21.816,-0.0335
12.6614,20.2363,-0.0335
-7.8122,-27.1634,-0.0335
2.4227,24.9789,-0.0334
-26.5871,18.7427,-0.0334
26.3091,6.0163,-0.0334
-12.9311,-20.7588,-0.0334
-19.7586,-22.3379,-0.0334
-0.9914,26.5608,-0.0333
5.8377,23.4011,-0.0333
-19.7547,20.3277,-0.0333
29.7213,4.435,-0.0333
-6.1091,-25.5001,-0.0333
-4.4034,-30.3232,-0.0333
-36.8231,21.9026,-0.0332
-33.4067,21.9046,-0.0332
-24.8719,20.237,-0.0332
38.2559,2.9418,-0.0332
-18.0515,-25.5844,-0.0332
-4.401,24.9714,-0.0331
-19.7574,-25.4975,-0.0331
-29.9991,21.907,-0.033
31.4279,2.9445,-0.033
-11.2244,-20.842,-0.033
-18.0541,-22.4283,-0.033
-18.0514,-27.1676,-0.0329
7.5405,23.4872,-0.0328
-7.8141,23.3965,-0.0328
-31.7,17.0776,-0.0328
19.4875,9.18,-0.0328
36.5495,2.8583,-0.0328
-21.464,-25.5861,-0.0328
-19.7614,-28.6606,-0.0328
-36.8213,18.7406,-0.0327
21.1904,9.2646,-0.0327
-9.5231,-19.178,-0.0327
-14.6415,-20.8438,-0.0327
0.7154,-31.82,-0.0327
-18.0527,20.2386,-0.0326
-33.4095,15.585,-0.0326
-21.4621,-22.4265,-0.0326
-19.758,-30.2433,-0.0326
0.7174,25.0665,-0.0325
-29.9961,20.3256,-0.0325
-35.1115,20.238,-0.0325
-28.2937,18.655,-0.0325
-21.4649,-24.0075,-0.0325
-36.8208,20.3285,-0.0324
-23.1797,18.7427,-0.0324
-31.7023,18.6574,-0.0324
-33.4078,17.1661,-0.0324
16.0734,13.9198,-0.0324
-18.0509,-19.2697,-0.0324
-18.0512,-24.0064,-0.0324
-2.6954,25.0641,-0.0323
-11.2258,21.8169,-0.0323
28.0145,4.5261,-0.0323
-29.9983,17.1689,-0.0322
24.6026,4.5251,-0.0322
29.7229,2.8581,-0.0322
-7.8149,-24.0068,-0.032
-6.1083,-28.6558,-0.032
-29.9966,18.7438,-0.0319
-14.6395,20.2379,-0.0319
-35.1227,18.6544,-0.0319
12.6608,18.6525,-0.0319
14.3615,17.1628,-0.0319
16.0748,12.3381,-0.0319
2.4237,23.3987,-0.0318
9.2498,20.2369,-0.0318
26.309,4.4375,-0.0318
-2.6976,-27.0767,-0.0318
-16.3451,20.3255,-0.0317
-35.1126,13.9204,-0.0317
-23.1747,-20.7601,-0.0317
34.8372,1.3633,-0.0316
-16.3481,-17.5961,-0.0316
-4.4034,-27.1655,-0.0316
-0.9903,-30.3254,-0.0316
16.07,15.4974,-0.0315
22.8874,7.5981,-0.0315
33.1349,2.8562,-0.0315
-6.1085,-23.9199,-0.0315
-19.7606,-27.0764,-0.0315
-35.1195,17.0788,-0.0314
22.8963,6.015,-0.0314
-14.6413,-19.2647,-0.0314
-7.8163,-22.4295,-0.0314
-24.8757,18.6605,-0.0313
-4.4022,-28.7468,-0.0313
-4.4034,23.3953,-0.0312
-21.4669,-19.2675,-0.0312
-23.1739,-25.5002,-0.0312
7.5412,20.3271,-0.0311
-19.7577,18.7409,-0.0311
-36.8261,17.1639,-0.0311
-23.1722,17.1665,-0.0311
-33.403,14.0026,-0.0311
21.1899,7.681,-0.0311
-0.9921,24.9771,-0.031
10.9521,20.3275,-0.031
14.3682,15.5833,-0.031
-19.757,-20.7579,-0.031
-23.1741,-22.3407,-0.031
4.1264,-31.8189,-0.031
0.716,23.4866,-0.0309
-21.4659,-28.7486,-0.0309
-2.6976,-30.242,-0.0309
4.1299,23.4856,-0.0308
-12.9334,20.3294,-0.0308
10.9549,18.7481,-0.0308
-21.4685,18.6544,-0.0308
36.5461,1.2749,-0.0308
-18.0507,-1.8839,-0.0308
-16.3505,-19.1804,-0.0308
-9.5215,21.9052,-0.0307
-7.816,21.8179,-0.0307
-26.583,17.1642,-0.0307
-28.2875,17.0771,-0.0307
-29.9985,15.5841,-0.0307
-21.466,-30.3278,-0.0307
-21.4626,-20.8458,-0.0306
-6.1116,23.4884,-0.0305
-11.228,-19.2652,-0.0305
-18.0538,18.6602,-0.0304
-26.5846,15.5856,-0.0304
38.2542,1.3622,-0.0304
-24.8777,17.0753,-0.0303
-35.1107,12.3381,-0.0303
-23.175,-19.177,-0.0303
-21.4619,-27.1641,-0.0303
33.138,1.2769,-0.0302
2.4242,-30.3251,-0.0302
34.8414,-0.217,-0.0301
-12.9381,-19.1795,-0.0301
-4.4035,-24.0058,-0.0301
-6.1067,21.9046,-0.03
-0.9875,23.3966,-0.03
-28.2878,15.4993,-0.03
-24.879,-22.424,-0.03
-16.3474,18.746,-0.0299
12.6603,17.0795,-0.0299
21.1907,6.1008,-0.0299
-18.0526,-17.6837,-0.0299
-24.8784,-20.8455,-0.0299
-23.1725,-28.6574,-0.0299
-2.695,23.4878,-0.0298
5.8344,21.8219,-0.0298
-19.7597,-19.178,-0.0298
-4.3982,-25.5874,-0.0298
0.7129,-30.2396,-0.0298
7.5451,-31.816,-0.0298
24.602,2.9408,-0.0297
-23.1758,-23.9181,-0.0297
28.0133,2.9437,-0.0296
29.7216,1.2758,-0.0296
-21.4666,-17.6869,-0.0296
2.4263,21.8202,-0.0295
-11.228,20.2346,-0.0295
-36.8207,15.5848,-0.0295
9.2468,18.658,-0.0294
-21.4644,17.0786,-0.0294
-35.1145,15.4985,-0.0294
16.0721,10.7584,-0.0294
38.2545,-0.2144,-0.0293
-12.9332,-17.5987,-0.0293
-14.6337,-17.6846,-0.0293
-2.6956,-25.499,-0.0293
0.7165,-27.0805,-0.0293
-2.6976,-28.6588,-0.0293
-23.1745,-30.242,-0.0293
-7.8149,20.2399,-0.0292
-23.1705,-31.8196,-0.0292
4.1297,21.9059,-0.0291
-24.8768,-19.2655,-0.0291
-26.5854,-20.7582,-0.0291
5.8358,20.2398,-0.029
7.5397,18.7453,-0.029
31.4294,1.3661,-0.029
-23.1736,-27.0784,-0.029
0.7133,-28.6548,-0.0289
19.4844,7.5943,-0.0288
-26.5833,-23.9164,-0.0288
-2.6994,-23.9194,-0.0288
4.1301,20.3235,-0.0287
-24.8779,-24.0045,-0.0287
-0.9887,-28.7465,-0.0287
2.4207,-28.7469,-0.0287
5.8363,-30.3264,-0.0287
-0.9892,-25.587,-0.0286
-24.8736,-27.1674,-0.0286
-23.1691,15.5854,-0.0285
-23.1716,-16.0206,-0.0285
-24.8778,-17.6815,-0.0285
-24.8786,-25.5848,-0.0285
-36.8209,14.0031,-0.0284
26.3116,2.8544,-0.0284
33.1363,-0.3032,-0.0284
-11.2287,-17.6818,-0.0284
-4.4041,-20.8458,-0.0284
-0.9881,-27.1655,-0.0284
-9.5242,20.3291,-0.0283
-12.9342,18.7481,-0.0283
31.4271,-0.2167,-0.0283
-26.5845,-19.1788,-0.0283
-4.4033,21.8203,-0.0282
-36.8237,10.8454,-0.0282
-35.1171,10.7573,-0.0282
-26.5843,-22.3403,-0.0282
-24.8766,-30.3262,-0.0282
-0.9889,21.8142,-0.0281
38.2527,-1.7964,-0.0281
-28.2936,-19.2696,-0.0281
-0.9906,-24.0044,-0.0281
0.7155,-25.4937,-0.0281
0.715,21.9081,-0.0279
-35.1128,9.1779,-0.0279
-29.9976,-8.1156,-0.0279
-26.5846,-25.4954,-0.0279
4.1287,-28.6592,-0.0279
12.6601,15.4961,-0.0278
34.8414,-1.798,-0.0278
0.7162,-20.7587,-0.0278
-2.6943,-22.3359,-0.0278
4.1268,-25.5014,-0.0278
2.426,-27.1683,-0.0278
4.1283,-30.2383,-0.0278
10.9516,17.1631,-0.0277
28.0155,1.3622,-0.0277
36.5477,-1.8873,-0.0277
-24.8757,-8.2038,-0.0277
-18.0503,-16.1054,-0.0277
-28.288,-20.8463,-0.0277
2.4251,20.2356,-0.0276
-24.8768,15.4953,-0.0276
14.3665,14.0051,-0.0276
-35.114,7.5966,-0.0276
36.5494,-0.3047,-0.0276
-26.583,-11.2771,-0.0276
-24.8754,-28.7489,-0.0276
-19.7607,17.1644,-0.0275
19.4882,6.0181,-0.0275
36.5485,-3.4621,-0.0275
-36.8206,-8.1172,-0.0275
-28.2877,-8.2047,-0.0275
-14.6426,-16.1047,-0.0275
-9.5215,-17.5967,-0.0275
4.1286,-27.0757,-0.0275
-36.8211,12.4225,-0.0274
-36.8238,6.1055,-0.0274
-31.7012,7.5949,-0.0274
21.1926,4.5222,-0.0274
38.2527,-6.5361,-0.0274
-26.5818,-12.8544,-0.0274
-36.822,4.5259,-0.0273
29.7217,-0.3042,-0.0273
-33.405,-8.1147,-0.0273
0.7132,-22.3377,-0.0273
-2.6971,21.9056,-0.0272
-26.5834,14.0028,-0.0272
-29.9945,10.8459,-0.0272
-36.8227,7.6855,-0.0272
-31.7015,9.1758,-0.0272
22.9021,4.4373,-0.0272
-11.2249,18.6591,-0.0271
-23.1701,-17.5973,-0.0271
-19.7576,-17.5955,-0.0271
-4.4006,-22.427,-0.0271
7.5412,17.1657,-0.027
-0.9899,-22.4272,-0.027
5.8325,-28.7456,-0.027
-26.5831,-31.8209,-0.027
-28.2904,13.9177,-0.0269
-33.4094,4.5216,-0.0269
33.1348,-5.0433,-0.0269
-23.1732,-14.4341,-0.0269
-18.0505,17.0773,-0.0268
-31.7033,6.0149,-0.0268
-33.4093,-9.6991,-0.0268
0.7172,-23.9169,-0.0268
-21.4638,15.4973,-0.0267
17.7763,7.6858,-0.0267
-35.1179,6.016,-0.0267
31.4274,-1.7945,-0.0267
38.254,-3.3783,-0.0267
36.5479,-5.0426,-0.0267
-23.1724,-11.2778,-0.0267
-33.4089,-16.0179,-0.0267
-29.9961,-16.0174,-0.0267
-33.407,-17.5974,-0.0267
-24.8766,-16.1052,-0.0267
-26.5858,-17.5972,-0.0267
2.423,-25.5864,-0.0267
5.8311,-27.1693,-0.0267
-36.8187,9.2633,-0.0266
-33.4086,7.6843,-0.0266
-26.5859,-8.1183,-0.0266
-19.7595,-16.0158,-0.0266
-28.2895,-17.6878,-0.0266
-4.4032,-19.26,-0.0266
4.1291,-23.918,-0.0266
-14.6366,18.6581,-0.0264
5.8372,18.6568,-0.0264
-29.9939,4.52,-0.0264
26.3085,1.2764,-0.0264
-35.1147,-5.0445,-0.0264
-28.291,-6.6275,-0.0264
-24.878,-6.6277,-0.0264
-26.5857,-9.696,-0.0264
-29.9957,-20.7577,-0.0264
-2.6946,-20.7557,-0.0264
-26.5855,12.4239,-0.0263
-29.9969,7.6831,-0.0263
-33.4113,-6.5368,-0.0263
-36.8252,-9.7003,-0.0263
-23.1738,-12.8583,-0.0263
4.1278,-22.3378,-0.0263
-28.2896,-22.422,-0.0263
-6.1066,20.3246,-0.0262
-35.1147,4.4367,-0.0262
31.4271,-3.3746,-0.0262
-29.9965,-6.5352,-0.0262
-35.1106,-19.2637,-0.0262
-29.9965,-22.3367,-0.0262
2.4234,-24.0045,-0.0262
7.5357,-27.0812,-0.0262
10.9546,15.5873,-0.0261
12.6618,13.9171,-0.0261
-35.116,2.8572,-0.0261
-28.2866,-14.5291,-0.0261
-26.5845,-16.0146,-0.0261
-18.0508,-14.5255,-0.0261
-31.7041,-22.423,-0.0261
9.2483,17.0796,-0.026
16.0707,9.1767,-0.026
38.2509,-4.9576,-0.026
-31.698,-9.7842,-0.026
-29.9995,-14.4349,-0.026
-16.3454,-16.0158,-0.026
-28.2878,-16.1072,-0.026
-35.1143,-17.6858,-0.026
-0.9913,20.2376,-0.0259
21.1921,2.9468,-0.0259
-31.7036,-6.6256,-0.0259
-35.1149,-8.2052,-0.0259
-24.8787,-12.9461,-0.0259
-26.5853,-27.0807,-0.0259
5.8379,-25.5883,-0.0259
-28.2852,12.3369,-0.0258
-29.9905,2.9407,-0.0258
-35.1132,-3.4627,-0.0258
-28.2886,-9.7844,-0.0258
-31.6998,-14.5265,-0.0258
22.8978,2.8566,-0.0257
-31.7031,-5.0438,-0.0257
-31.7007,-8.204,-0.0257
-35.1154,-9.7823,-0.0257
-29.9971,-11.2785,-0.0257
-28.2865,-11.3638,-0.0257
-26.5841,-14.4353,-0.0257
5.833,-24.0063,-0.0257
0.7153,20.3203,-0.0256
-12.9355,17.166,-0.0256
-28.2923,10.7568,-0.0256
-29.9961,9.2638,-0.0256
-31.7006,2.855,-0.0256
24.6039,1.3638,-0.0256
-29.9951,-9.6971,-0.0256
-21.468,-16.1068,-0.0256
-0.9863,-20.844,-0.0256
-9.5188,18.7432,-0.0255
-33.4061,2.9445,-0.0255
28.0142,-0.2157,-0.0255
33.139,-3.4643,-0.0255
-36.82,-11.2763,-0.0255
7.5435,-30.2366,-0.0255
-16.3451,17.1677,-0.0254
-14.6398,17.0759,-0.0254
-33.409,6.1043,-0.0254
-35.1167,-1.8848,-0.0254
-36.8224,-6.5383,-0.0254
-33.4076,-11.2759,-0.0254
-7.8165,-16.1054,-0.0254
-35.1118,-20.844,-0.0254
-28.2893,-25.5845,-0.0254
-23.179,14.0009,-0.0253
-36.8221,2.9453,-0.0253
-28.2886,-5.0445,-0.0253
-21.4688,-14.5267,-0.0253
-28.2915,-24.007,-0.0253
4.128,18.7477,-0.0252
-19.7581,15.5842,-0.0252
-35.1144,-6.6248,-0.0252
-23.1737,-8.115,-0.0252
-31.7017,-12.9453,-0.0252
14.3666,12.4236,-0.0251
-26.5864,7.688,-0.0251
-35.1144,-11.3639,-0.0251
-28.2887,-12.9411,-0.0251
-16.3473,-14.4365,-0.0251
34.8412,-3.3767,-0.025
38.2551,-8.1165,-0.025
-28.2904,9.1754,-0.0249
-28.292,7.5953,-0.0249
-26.5837,6.1035,-0.0249
-35.1146,1.2764,-0.0249
-29.9968,-0.2142,-0.0249
